tag,blog_name,post_url,num_likes,tags,num_replies,num_reblogs,content
i wanna be weightless,1w4nn4b3sm0l,https://www.tumblr.com/blog/view/1w4nn4b3sm0l/715205057918959616,161,"['disordered eating thoughts', 'ana trigger', 'bing3 eating', 'ed relapse', 'low cal restriction', 'th1n$po', 'th1nsp1r4t10n', 'pro a4a', 'i wanna be weightless', 'kpop ed humor']",0,6,grandstrawberrywitch:If I don’t lose 10 pounds by the end of this month.
i wanna be weightless,1w4nn4b3sm0l,https://www.tumblr.com/blog/view/1w4nn4b3sm0l/715204584548761600,1978,"['disordered eating thoughts', 'tw ana diary', 'ed bllog', 'ana trigger', 'i wanna be thinner', 'tw ed diet', 'ana stuff', 'ed vent', 'ed but not sheeran', 'i wanna be weightless']",0,6,matcha-latte-addict:FreeZia Spo
i wanna be weightless,1w4nn4b3sm0l,https://www.tumblr.com/blog/view/1w4nn4b3sm0l/715103718373212160,1,"['i wanna be weightless', 'food restriction', 'st4rving', 'ana trigger', 'tw ana diary', 'ed but not sheeran', 'tw ed diet']",0,1,"1w4nn4b3sm0l:I haven’t slept yet (it’s almost 7am) and I’m going to a fair today let’s hope I don’t pass out/hj
I almost passed out cus I hadn’t eaten at all😍so I had to eat so I didn’t pass out at the fair but that doesn’t mean I won’t sob and cry over eating"
i wanna be weightless,1w4nn4b3sm0l,https://www.tumblr.com/blog/view/1w4nn4b3sm0l/715098456421744640,2248,"['i want to be weightless', 'th1n$po', 'ed but not sheeran', 'disordered eating thoughts', 'tw ed diet', 'i wanna be weightless', 'food restriction', 'tw ed vent']",1,6,"failingatskinnyy:loseweightgetmoney:✨️ Tips on Romantizing your food or mealspo ✨️Trigger warning for ED contentSmol and cute plates or bowls (I find goodwill being the best place to find them cheap. I got small 5 floral decorated bowls with gold painted trim for 5 dollars! They’re super elegant looking and using the small plates tricks my brain into thinking the portion is bigger, plus it motivates me to make my food look cute.Eat like a fairy! 🧚‍♀️ eggs, nuts, fruits, berries, veggies, tea, soup and water. Makes you look and feel elegant, plus they’re super healthy and good for you.Don’t cook, practice magic! (For those who follow those beliefs) Do research into different herbs and their meanings. For example, garlic is often used for protection, purification, and healing. Making a chicken broth and adding garlic with that intention not only adds nutrition to your food, but can help you manifest and improve your life. Making soup can seem boring, but thinking of it as a potion makes it a lot more appealing, plus adding herbs to infuse like Rosemary or Thyme make your soup tastier and don’t add calories. Make it cute! ❤️ I have a couple different shaped cookie cutters to help make my food cute. I love cutting my sandwiches, Pancakes, Tortillas and even fruit toppings into hearts, baby bottles, or flowers. Plus, it cuts a bit of calories away. Gives you a fun base to work on too.Toddler foooood. The apple sauce squeeze packs are perfect for making dots on smoothie bowls, pancakes, Oatmeal, you name it! Cereal snacks come in cute shapes and make great additions to low cal sorbet. Yogurt drops come in cute colors :) plus it’s all low cal and typically has extra nutrients. Get creative. Don’t cut out your favorite foods, just low-cal them! I love pancakes with syrup, but they are dangerous cause I could eat 10 million of them in one sitting. So instead, I make very tiny ones and cut them into hearts, and instead of syrup I use vanilla Greek yogurt. Stack them on top of one another, fill with blueberries and yogurt, and cut some Strawberries into hearts to put on top. Makes them look adorable, they’re much lower calorie, plus cultures for my tummy, and my pancake craving is satisfied. For pizza, I make caprese! Slice a fresh tomato, and slice thinly some Mozzarella cheese snackers. I use Belgiogioso cause it’s proportioned into 70 cals. Put a basil leaf on top and season with salt and pepper, and balsamic vinegar (optional). Satisfies the pizza craving and is infinitely healthier and lower cal than pizza.Stay safe loves ❤️ remember food is meant to nourish you, not punish you. Junk food will hurt you regardless of how much or little you eat it, healthy food will never hurt you. saving for later! "
i wanna be weightless,1w4nn4b3sm0l,https://www.tumblr.com/blog/view/1w4nn4b3sm0l/715088247319150592,2016,"['ed bllog', 'ed but not sheeran', 'ed not ed sheeran', 'tw ed rant', 'tw ed diet', 'ed vent', 'i wanna be thinner', 'to the bone', 'i wanna be weightless', 'i wanna lose weight']",0,5,hisjealousgirl:what to do instead of e4tingsm0kedrink waterwatch mentally 1ll movies sleep!!!!go on tumblrlay on ur side and feel ur f4tbinge watch a showgo to the mallgo to the store and look at calories and buy monsterlisten to musicdo ur hairhang out with friendstry on outfits and see if they got smaller or not
i wanna be weightless,xb0n3bitc4x,https://www.tumblr.com/blog/view/xb0n3bitc4x/715445565934174208,2,"['an@rules', 'ana moots', 'tw ana shit', 'i wanna be weightless', 'tw ana diary', 'anatumblr']",0,1,"xb0n3bitc4x:Yes it’s 3am and yes I’m starting a five day fast
Technically I started my fast Saturday at 8am so it’s a six day fast I just got the app the day after :p"
i wanna be weightless,starrgrll,https://www.tumblr.com/blog/view/starrgrll/712965969062002688,78303,"['next summer m bout to have a bikini body', 'i need to lose this weight', 'i wanna be weightless', 'ed but not sheeran']",0,20,"importantcreatorstudentbanana:
thxndream:
see-through-bones:

This time will work

excited to see myself as a skinni bitch 
💞💞💞💞💞💞💞💞✨✨✨✨✨✨✨✨✨"
i wanna be weightless,luuran,https://www.tumblr.com/blog/view/luuran/715534685521985536,3117,"['@na trigger', 'i wanna be weightless', 'th1nsp1r4t10n', 'tw ana diary', 'tw ana fast', 'tw ana relapse', 'tw ana shit', 'tw ana trigger', '@na diary', 'ana trigger']",0,10,"2be2thin:
How I lost weight Since this blog started gaining popularity (+700 followers in 4 days??? Thanks guys!!!) I’ve had a lot of people ask me how I lost weight. I think it’s time to make a list:•when you’re fasting never break a fast with high calorie food. Break with fat free low calorie options like fresh vegetables. The food you break a fast with is the most important food you eat.•if you have a day where you plan on eating more calories than usual (a cheat/binge day) spread the calories out over the course if the day. •drink lots of water in between bites of food. Makes you full faster.•if you want to loose your appetite fast chug water. Like, too much water. It’ll hurt your stomach a bit but it helps remove brings urges. Also if it’s inly water it won’t hurt you if you end up puking.•GUM!!! •green tea is a lifesaver but all other herbal teas work too. My favorite is one called buddas blend heaven can wait. It has so much flavour and 0 calories and it really helps satisfy binge cravings. I drink like 8 cups a day. Also a great antioxidant and has a lot of other health benefits.•if you’re craving tacos (I know I always am) take lettuce and put a tablespoon of zero fat sour cream on it and a tablespoon of salsa. It tricks you and reminds you enough of the food you’re craving. This works for other foods as well. Another one that works is mustard and ketchup on egg white or steamed mushroom to simulate a burger. Reminds you enough that the cravings go away.•BOUNCE! I bounce my legs all the time. Once you start it becomes a habit and it helps you burn calories. They really had up.•never weight yourself while you’re on your period. It’ll discourage you since bloating and water retention happens. You didn’t gain 2 pounds your body is just holding onto water.•sit ups before bed and after you wake up. In bed helps cause it keeps your spine from brusing especially after you loose weight •If you’re gonna eat something eat it 2 hours after you wake up. Eat it slowly with water/tea in between bites. •put extra shit in your backpack if you’re in school and carry it around with you. You’ll get used to it and it helps you burn a few extra calories. •take long routes everywhere. •any time you have a burst of energy go for a walk.•never fast for more than 3 days without at least some fresh veggies just for safety reasons.•I don’t suggest purging but if you’re going to, drink a bunch of milk before you do and then wait about 5 minutes. Makes it easier and won’t damage your teeth as much.•cardio!! DO YOUR CARDIO!!! TREADMILL!!!•listen to music or watch a show while you work out. It’ll help you some out and not realize how tired you are. •watch my 600lbs life while you’re on the treadmill. Trust me it’s motivation.•learn to like healthy food.  If you just talk about liking certain foods you can trick yourself into liking it. I honestly enjoy plain lettuce now.•eat crushed ice•CHEW. AND. SPIT. WHEN. YOU’RE. ALONE. I keep chocolate bars in my room and I chew up bites and spit them in the trash. Make sure you brush your teeth after and don’t swallow your spit. There’s  sugar and calories in that.
💕🎀🗣‼️🙏🏻"
i wanna be weightless,luuran,https://www.tumblr.com/blog/view/luuran/715534572822134784,4811,"['@na trigger', 'i wanna be weightless', 'th1nsp1r4t10n', 'tw ana diary', 'tw ana fast', 'tw ana relapse', 'tw ana shit', 'tw ana trigger', '@na diary', 'ana trigger']",0,6,"wolfiethin:
The ANA game (extreme) 
Before starting the rules, I want to specify that this is definitely not recommended, if you really want to lose weight, eat healthier and go to the gym 🙌 stay strong! 
WATER
🍵0-1L : 3 pts
🍵1.5 - 2L : 5 pts
🍵+2L : 10 pts 
FOOD
🍎800 - +1500kcal : 0 pts
🍎800 - 500kcal : 5 pts
🍎500 - 200kcal : 10 pts
🍎200 - 0kcal : 15 pts
RULES
🌼 No offered food 
🌼 No restaurants (1 in a month)
🌼 Avoid the kitchen 
SAFE FOOD
🍐 All vegetables and fruits 
🍐 Pop corn
🍐 Dryed food 
INTERMITTENT FASTING 
⏰ 0 - 6h  : 0pts
⏰ 6 - 15h : 3pts
⏰ 15 - 24h : 5pts 
⏰ +24h : 10pts
REWARDS
GW1 : Face Mask
GW2 : Inspiring book
GW3 : New Shirt 
GW4 : New short
GW5 : New skirt / dress
GW6 : New sweater
GW7 : Crop top 
UGW 🔥: Special Outfit (prepare an entire outfit that you will only wear when you reach you UGW!  )
In collaboration with @gonefrenchgirl 💕

HMMMM"
i wanna be weightless,messy-maddy,https://www.tumblr.com/blog/view/messy-maddy/714912866274328576,57,"['i wanna be weightless', 'i wanna be thinner', 'tw weight', 'ed relapse', 'tw edd', 'ed not sherran', 'tw ed rant', 'ana trigger', 'low cal diet', 'low cal restriction', 'tw ana relapse', 'anarec1a']",0,7,"shedontusejelly7321:To anyone including myself who needs to hear this I just wanna remind ya’ll if you feel sick from how hungry you are it’s ok to eat, if you feel like you’re gonna pass out it’s ok to eat, if you feel like you’re starving it’s ok to eat. ITS OK TO EAT WHEN YOU NEED IT! But when you’re bored or just wanna eat to eat that’s when it’s not ok to eat. That 150 cal salad isn’t gonna make you gain it’s full of nutriants and if you feel like you’re gonna pass out trust me that salad or veggies or fruit what ever it is will help you feel better to keep going just try to find a healthy food or keep it under 200 cals. Even if you go over 500 cals ITS OK YOU WONT GAIN toddlers eat more than that it’s like ¼ of what your body needs just to function. If you eat more than most people here do that’s ok it’s not a compitition and your illness is still valid even tho you eat 800 cals or more daily. 
For all those who are on the extreme Ana side or just to young to not know otherwise. "
i wanna be weightless,messy-maddy,https://www.tumblr.com/blog/view/messy-maddy/714830486326902784,5,"['i wanna be weightless', 'i wanna be thinner', 'tw weight', 'ed relapse', 'tw edd', 'ed not sherran', 'tw ed rant', 'ana trigger', 'edbllr', 'ed bllog', 'ed but not sheeran', 'ed disorder', 'ed di3t']",0,1,"messy-maddy:Okay, I am posting this because of 2 reasons. 1. This app has actually helped me organising my day and archiving goals I wanted to manifest in my life. Also its cute as fuck.U have a pet penguin which helps you on your own journeys. Its a mental health thing. It gives you rewards within the game when u done ur tasks. U can dress the penguin and remodel the home. U also can travel. I have been to Tokyo and Paris within the app lol. Its just cute af. 2. I want that Llama pet and I only get it of 5 people come onto this app through the invite. So… yeah… 😅🦙PLEASE DO IT FOR THE LLAMAI picked a mystery egg just for you!Use my invite code 6R4PHJY4BM once you get the app.You got a mystery egg! Get the app and hatch it today.
Just a small reminder 😅😇 (just 2 more 🙈)"
i wanna be weightless,luvherbones,https://luvherbones.tumblr.com/post/714631371721768960,3228,['i wanna be weightless'],0,12,"f41nt1ng-fr4g1l1ty:Go on, lie on your side naked and curl up. Do you feel that? Do you feel all those disgusting gluttonous rolls of soft flabby fat desecrating the temple of your body, no space between your thighs and stomach and chest? Who’s fault is that? Who lost control? It was you. It’s your fault, now shut the fuck up and fix it."
i wanna be weightless,solitarree,https://solitarree.tumblr.com/post/715493105859788800/same,950,"['i wanna be thinner', 'help help help', 'i havent been diagnosed with 4n4', 'tw disordered eating', 'i wanna lose weight', 'i want to be small', 'i want to be tiny', 'i wanna be weightless']",0,8,"gabisworld02:Oh no I’m Binging (eating normally) 
Same 😭"
i wanna be weightless,solitarree,https://solitarree.tumblr.com/post/714790870951591936/honestly-tho,1487,"['i wanna be thinner', 'i wanna be weightless', 'i havent been diagnosed with 4n4', 'i wanna lose weight', 'this is a cry for help', 'send help', 'help']",0,11,"korkyandcigs:my fave thinsp0. these girlies have my entire heart <3
Honestly tho.. "
i wanna be weightless,kakunamatata,https://www.tumblr.com/blog/view/kakunamatata/715682089446555648,5633,"['i wanna be weightless', 'i want to be small', 'i wanna be thinner', 'i want to be tiny', 'i want to be weightless']",0,16,
i wanna be weightless,ideklmao069,https://ideklmao069.tumblr.com/post/714045276461187072/i-ate-a-cheese-snadwich-small-easter-egg-ad-two,13,"['ana trigger', 'anorex14', 'i wanna be weightless', 'notprojustusingthetags', 'tw ana diary', 'tw ana relapse', 'tw ana shit', 'ana shit', 'i will reach my ugw']",0,2,"ideklmao069:MY MUM IS MAKING ME AN EASTER DINNER AND IM SO SCARED 😭😭i already ate 355 cals today and was just going to eat more fruit later. now my intake is going to be like 1000 😟
I ate a cheese snadwich, small easter egg ad two low fat babybells 💀 "
i wanna be weightless,chocolate-root-beer-float,https://www.tumblr.com/blog/view/chocolate-root-beer-float/705276562069766144,25,"['tw ana diary', 'pro ans', 'tw edd', 'ana trigger', 'tw ed diet', 'sweetsp0', 'sweetspø', 'i wanna be weightless', 'calorie tracker']",1,1,"chocolate-root-beer-float:All of the Calorie tracker/counter’s I’ve done so far. January-May 2023.
I just realized I accidentally put up the one without the emojis on it. That’s my bad..Here’s May for 2023, Weird core/ backroom esc. Calorie tracker for those who want it."
