tag,blog_name,post_url,num_likes,tags,num_replies,num_reblogs,content
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/703098293354446848,987,"['Fatspo', 'Hell yeah!', 'Mod squirrel']",0,20,"froggeebean:i don’t know how to be more active on here, here’s kristian nairn djing sexily"
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/700911345655267328,253,"['fat masc', 'Mod Worthy', 'Fatspo']",1,1,penismage:southern utah adventures with @catgifsinthesenate 
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/695225637642895360,649,"['Fat people can do any job!', 'Mod Worthy', 'Fatspo']",2,11,only-tiktoks:
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/693688516501274624,57,"['fat masc', 'Mod Worthy', 'Fatspo']",5,8,sweetxvertigo:I look so cool playing guitar. A shame that it took until my last show with my band to get a really cool live shot of myself.
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/692152784312745984,1606,"['fatspo', 'They look amazing in that outfit', 'Mod Worthy']",0,14,only-tiktoks:
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/691976099277750272/melissajantina-beautiful-views-on-the-side-of-the,66,"['fatshion', 'Mod Worthy', 'fatspo']",0,7,"melissajantina:Beautiful views on the side of the road #effyourbeautystandards #honormycurves #fatfashion #psblogger #psfashion #celebratemysize #fashion #psootd #ootd #plussize #plussizefashion #fatshion #whatfatgirlsactuallywear #bopo #allsmiles #fatandhappy #actuallyplussize  #fatshionblogger #fatandfree  (at Twin Bridges, California)"
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/691872037943296000/sashaychantea-reach-for-the-stars-photo-cred,269,"['Fatspo', 'Mod squirrel']",0,18,sashaychantea:Reach for the stars 💜. Photo cred to @carawaltonphotography at last weekend’s Champagne Cabaret in Harrisonburg! #burlesque #burlylife #blackburlesque #pocburlesque #fatburlesque #bodyposi #bodypositive #fatbabe #queer #queersofinstagram #queersofig #eastcoastburlesque #dmvburlesque #burlesquedancer #vaburlesque #rvaburlesque
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/691794902039904256,354,"['fatspo', 'mod squirrel', 'i love it', 'when people do this robot dropped fps thing']",0,21,titkoks:
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/690767131191721984,26443,"['fat model', 'Mod Worthy', 'fatspo']",0,19,
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/690526539507531776/sashaychantea-reach-for-the-stars-photo-cred,269,"['Fatspo', 'Mod squirrel']",0,18,sashaychantea:Reach for the stars 💜. Photo cred to @carawaltonphotography at last weekend’s Champagne Cabaret in Harrisonburg! #burlesque #burlylife #blackburlesque #pocburlesque #fatburlesque #bodyposi #bodypositive #fatbabe #queer #queersofinstagram #queersofig #eastcoastburlesque #dmvburlesque #burlesquedancer #vaburlesque #rvaburlesque
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/690504279096786945/testosterone-really-is-chefs-kiss-hehim,340,"['fatspo', 'Mod Worthy', 'fat masc']",0,12,drayco-malfoys:testosterone really is *chef’s kiss*(he/him // left: pre-t (2018); right: six months on t (2020))
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/689419285689450496/fatseux-good-day-sunshine,132,"['Fatspo', 'Mod squirrel', 'I want to be here omb']",0,13,fatseux:Good day sunshine…
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/687169044522139648/hmasfatty-just-found-this-photo-that-was-taken-of,38,"['fatspo', 'Mod Worthy']",0,5,"hmasfatty:Just found this photo that was taken of me at Carnival. I’m not always super open about being bisexual, but some stuff at the conference the other week really got my Bi Pride up so here I am!  https://www.instagram.com/p/B7j09sIn89A/?igshid=1o1fomash7790"
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/687078486979002368/today-i-went-to-my-first-ever-pride-event-to-say,73,"['fatspo', 'Mod Worthy']",0,7,madebyescapingstars:Today I went to my first ever pride event. To say the least it was an amazing experience. It’s kind of incredible to see such a wide range of people come from every walk of life to celebrate our individuality. I’m happy to say this will definitely not be the last one I’ll be going too. Happy Pride! 🏳️‍🌈🏳️‍🌈
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/687058828277235712/juniorahzura-orgulho-mores,49,"['fatspo', 'Mod Worthy']",0,16,"juniorahzura:ORGULHO, MORES. 
.
.
.
#queerbrazil #queer #lgbtq🌈 #pride🌈 #pride #paradalgbtsp #beargay #bearbrazil #gaychubby  (em São Paulo, Brazil)https://www.instagram.com/p/BzEzUE5HZQ2/?igshid=1nl769m607llq"
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/686709542337282048,87,"['fatspo', 'Mod Worthy']",0,14,futureofthemasses:Happy last day of pride 💞🌈Photos by Megan Sweet Photography
fatspo,fatphobiabusters,https://fatphobiabusters.tumblr.com/post/683975337669984256/lvernon20-from-my-father-making-fun-of-me-for,206,"['O word', 'Fatspo', 'Mod squirrel']",0,14,"lvernon20:
From my father making fun of me for being “chubby” when I was small to hating the way my thighs rubbed together when I walked, I hated entering public spaces. I used to do this thing where I’d tip-toe up the stairs, open the door really, really slowly then creep into the scene so that no one would see me. 
My anxiety stemmed from not wanting to be noticed. Why? In my head, there was nothing to see. I wasn’t special. I wasn’t cute or smart. I couldn’t fit into those tiny frayed denim shorts from Abercrombie like all the other girls. I was just a blob in men’s clothing because Mom ain’t have the money or resources to find clothes for her obese daughter. 
I was always obsessed with models on the catwalk and watched America’s Next Top Model religiously. I’d put on an old pair of heels and in my pajamas, I’d put my hands on my fat waist and strut. Click. Click. Click. The thick heels sounded on Mom’s wooden floor. I’d be on my own personal runway. Some sort of star. I’d go in the bathroom, shut the door, and look in the mirror. I’d work my angles just like Tyra suggested to the size 4 models. I’d smile and tilt my head and try to elongate my fat neck. Not knowing that one day this fat neck and thighs that still rub together would be sort of a big deal. 
I look at fear differently. It was all in my head. I was so afraid of what other people thought of my round body that I made myself sick. Now, there’s no fear when I step into a room. I burst in that bitch. I smile, arch my back, and strut, a party, Wal-Mart. My runway ain’t in Mom’s house anymore in a little girls head. My runway IS the entire world. 
Kind of iconic if you ask me 😜 
IG: Lvernon2000
www.beautyandthemuse.net"
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715750940115877888,566,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo']",0,22,modelsof-color:Precious Lee by Jack Bridgland for Savage x Fenty Sport Collection 
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715660410151387136/is-based-on-paintings-of-a-fat-person-literally,25,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatphobia', 'My posts']",3,4,"worth-beyond-a-number-scale:Yeah, imagine the interaction between actual good fat representation and yet another fat villain designed with a fat body to make people laugh.God, I fucking hate all of the people who love this movie and especially the people who love this character or claim to be “progressive” while praising this movie’s “incredible character design!!!!!” We really can’t manage to not ridicule, abuse, discriminate against, and weaponize fat bodies for a fucking SECOND, can we? I’m fucking over being the media’s and every fatphobe’s court jester. And it hurts saying that knowing the instance of the fat, disabled 6-year-old child in 1600s Spain who was publicly mocked and made into the equivalent of a court jester for the Spanish king who ordered his painter to paint the child’s nude body for us to ogle and laugh at centuries later. The painting was literally titled “The Monster Undressed,” and yet people want to yell at me, tell me I’m a liar, tell me I’m “ins*ne” for being upset that fat people are still The Monster in current day.But no matter how much you point and laugh at me for merely existing, I will never put on that makeup and juggle for you in the name of appeasement like I did before understanding my worth ever again. I have worth beyond that scale you try to chain me to, and that worth you can never destroy.
– Is based on paintings of a fat person literally just being a fat person called “the monster”– Is praised for being a good representation in every single wayHonestly I’m not surprised, at all. Just disgusted."
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715569732699439104/dreampollens-gyaru-wallpaper-pls,558,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatart']",0,11,"dreampollens:gyaru wallpaper 

♡ pls like/reblog if you save! 
twitter ♡ instagram ♡ commissions ♡ more wallpapers
"
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715479181237059584/munrou-cute-lil-sunflower-tights-id,203,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatart']",0,19,"munrou:
✨🌻✨🌻✨ .
Cute lil sunflower tights✨
I’d love to wear some.
.
#floralaesthetic #floralfashion #procreate #sunflower #kawaii #aesthetic"
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715388578572763136,61670,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatart']",0,27,flightlessartist:saw this stunning picture of jupiter the webb telescope took and i couldn’t just not draw her✨✦ (prints of the drawing linked here)✦ 
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715320993449639937/kpopmultifan-le-sserafim-has-released-a-set-of,24,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatphobia', 'My posts', 'The worst part is that literally all of the other pics are really pretty', 'No being Asian is not an explanation for this', 'What the fuck 2023']",0,7,"kpopmultifan:
LE SSERAFIM has released a set of “WEVERSE Albums Version” photos for their upcoming 1st full album “Unforgiven” which is scheduled to be released on May 1st. 
Because being fatphobic is always cool and trendy."
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715297974676242432,159,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo']",0,7,slettebak:Went for a walk. Felt cute.
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715207346082742272/accras-danielle-brooks-and-fianc%C3%A9-dennis-gelin,9982,"['Fat liberation', 'Fat acceptance', 'Body positivity', 'Fatspo']",0,11,"accras:
Danielle Brooks and fiancé Dennis Gelin  - Engagement series "
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715116753682841600/ari-kanon-plus-size-tops,38,"['Fat acceptance', 'Fat liberation', 'Body positivity', 'Fatspo']",0,3,"ari-kanon:


❤️Plus Size Tops❤️

"
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/715026138208108544,53,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatart']",0,7,perpetuallyobsessed:Just wanna wear an iridescent gown pls
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714935558373277696,46,"['Fat liberation', 'Fat acceptance', 'Body positivity', 'Fatspo']",0,13,ogflygirl:Soft Touch
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714845022228480000/ofalldimensions-drawings-from-twitter,1683,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatart']",0,13,"ofalldimensions:
drawings from twitter "
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714754411306582016,76742,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo']",0,23,"nonegenderleftpain:ilsa-fireswan:brightlotusmoon:greatmountainfloofsquatch:cipheramnesia:higglety:badcushion:frostbittenbucky:Yo this man is on god modeWhen I think of Dick and his acrobatics This is what comes to mindOh it’s easy he just throws his entire body up over his head over and over again, easy peasy. He flipped out of his got-dang pantsWhen he reaches enough momentum that gravity becomes the secondary force affecting his body, it’s amazing. The amount of control required…This is a damn ninja.And he is also not your stereotype of a fit dude.  😻Just a not so friendly reminder that fat people can be and are just as athletic as thin people and this wild shit is coming from a man who isn’t sculpted muscle"
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714663744787120128/tomoike2525-tokyo-street-snap,77,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo']",0,23,"tomoike2525:
tokyo street snap"
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714573195596939264,1479,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatphobia']",4,21,"worth-beyond-a-number-scale:worth-beyond-a-number-scale:worth-beyond-a-number-scale:Fan artist: *Looks at the single canonically fat character in an entire series that includes 50 thin characters in this world where almost no positive or even neutral fat representation exists*Fan artists: Okay, but like…what if thin though?? 👀The tea is scrumptious today. Can I pour anyone else a cup?I know for a fact the singer you’re talking about is Caleb Hyles, which probably makes it sadder that he’s thinified in art so much that I know who you’re talking about with just this description "
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714482554662748160/you-shaming-people-for-creativity-smh,55,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatphobia']",0,16,
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714391941915246592/ursawood-bear-bros,418,"['Fatspo', 'Fat liberation', 'Fat acceptance', 'Body positivity', 'Fatart']",0,9,ursawood:bear bros!
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714301422513045504,124,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo']",0,14,fuckyeahshelbi:ig | fuckyeahshelbi 🔥🍊🍑🔥
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714225918479106048,648,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatphobia']",0,13,"worth-beyond-a-number-scale:squirreltastic:worth-beyond-a-number-scale:yourneighborhood-beebus:worth-beyond-a-number-scale:pinkieloveheartpastel:worth-beyond-a-number-scale:I keep seeing so many posts about the Barbie movie on my dashboard and how great people think it looks and so many gifsets and all of the people who can’t wait to watch itAnd in not a single one of these posts have I seen any instance of a fat person in the movie. There’s not even any inclusion of “curvy Barbie” who is a mere size 10.In Barbie’s world, there are no fat people. Fat people don’t exist in her universe. And why would we? Barbie’s world is for the conventionally attractive, the fashionable, the ideal. Fat people regularly struggle even just to find clothes in real life. Why would Barbie’s universe include a fat ass like me?This movie just feels like a giant posterboard shoved in my face of who counts as worthy and acceptable in our society. And I know this post I’m writing won’t get anywhere. I know this will be drowned out by all of the adoration for Barbie and the movie, by all of the gifsets, by all of the jokes made in enjoyment of the film. I know that no one gives a shit about this. Because no one ever does. The amount of activism and advocacy that fat people receive in this world is abysmal since almost everyone alive still believes the way fat people are treated is just. That we get what we supposedly deserve for having the audacity to exist in the bodies we were given. I know that writing this post is absolutely fucking pointless. But if I don’t scream until the pain and injustices are heard, no one else will.This post is absolutely not pointless!!! :( I hear you and I see you!!! Fat Barbies deserve to exist and be represented!!! Honestly disappointed in this movie, but also not at all surprised. But best believe I will draw a fat Barbie for this post alone!!! 🩰 🎀 Thank you for caring and wanting to draw a fat Barbie for me c:> It hurts seeing all of the talk and love for this movie when it’s nothing but another painful reminder of how little fat people matter in society as anything other than a joke and a moneymaker for people who endorse our suffering.Nicola Coughlahan is in the movie though?Not that that’s enough of course, and I’m also saying this as a fellow  fat person. We shouldn’t have to settle for crumbs. I think we also need to wait because the movie sets up the  idea that the Barbie world IS problematic and needs to not have such  narrow standards of what is acceptable. How they’re gonna handle that is  up for question though…  I definitely hadn’t heard about that since absolutely none of the constant posts I’ve seen about the movie have included any fat actors. I looked at the IMDB page where they include all of the official posters and was surprised that two of the posters are of fat actresses. However, like you said, this is still crumbs, and there is a very good chance that the movie won’t address fatphobia at all. And out of all the official posters, there are two fat actresses…and 22 thin actors. I briefly looked at the rest of the cast who don’t have official posters and didn’t see any other fat actors listed. The likelihood that the two fat actresses will get much screentime, especially compared to—again—twenty two thin actors is as slim as the cast itself. I also want to point out that one of the two fat actresses, Nicola Coughlan, has explained over and over and over again that she wants nothing to do with fat liberation. She has been quoted and made tweets herself numerous times saying that she doesn’t want her weight to be important to anyone. She has directly said she isn’t a “body positive activist” (which I think is safe to say she doesn’t care about increasing positive fat representation in general since I doubt she knows much about fat activism beyond the watered down “body positivity” movement).She has explicitly stated that her body is a “tool” for her acting and that she will “lose or gain weight” according to what a role wants of her. If I’m remembering correctly, she has intentionally lost weight, which of course she has bodily autonomy but you can’t ignore the “why” of her choice to abuse her body into an unsustainable thinner form. She has explained that she doesn’t want any comments about her weight, period. That goes for negative or positive. There was one time some journalist called her body “fat” in a review of the play or whatever she had acted in and she went so far as to force the publication to get rid of the word from their article. And the way she described it, she didn’t make them do that because they had used the term in a mean way (I don’t even know if it WAS in a mean way) but because they used the term at all. She believes the word “fat” is always and every time derogatory.So is Nicola Coughlan good fat representation? Absolutely not. I know she doesn’t give a shit about her body adding diversity to the cast or giving fat people, the fat children who will watch the movie, representation. I know that she honestly probably wouldn’t have taken the role if it was clear from the script that the role was meant to add weight diversity and point out fatphobia in the Barbie toy line or society as a whole.It’s still possible that her character will help address fat people’s oppression and lack of representation, but I do not have my hopes up AT ALL knowing her. The one saving grace is that the other fat actress is Sharon Rooney, who I am so happy to see her be given a role in a big movie! She played the main character in My Mad Fat Diary, which was a show that did address fatphobia and eating disorders even if not perfectly (It’s hard for me to remember the specifics of what the show was like since I watched it years ago). She has also talked about wanting more representation of “normal people” in media, which she said includes fat people, but she’s still closer to watered down body positivity than actual fat liberation. Though she is of course 1000 times better than Nicola Coughlan and does care about fatphobia, even if not by name.However, like already mentioned, I sincerely doubt they will be in the movie much at all. I just watched the most recent trailer and, just like the other trailers I had already seen, they are no where in the video. Not even in the scenes of groups as large as 50 people. Not in any scenes with the Barbies that are implied to be the main characters either. Nothing. The only indications they are in the movie in any way are their names are written next to about 20 names of other cast members on a black screen near the end of the trailer, the movie is listed on the actresses’ IMDB pages, and they have an official poster you can hunt down. The only actual fat representation in any of the trailers I have managed to find is this background character on the very right of this scene that is shown for about three seconds:So yeah, even after learning that those two actresses are in the movie, I am a smidgen more hopeful but also understand that reality is that they’re probably at most going to be in the movie for five minutes and the lack of weight diversity in the toy line won’t actually be addressed.“She has explicitly stated that her body is a ""tool” for her acting and that she will “lose or gain weight” according to what a role wants of her.“ So she’s gonna ruin her body by crash dieting and then fatphobic culture is gonna say ""well look at her of course she has (insert thing here, statistically its heart disease that increases with yo yo dieting tho) shes fat!” Can actors just be allowed to act already and not abuse their bodies for casting calls?This is the exact quote where she says her body is a tool from this article:“Also, and I mean this in the nicest way possible, I’m not a body positivity activist,” she wrote. “I’m an actor I would lose or gain weight if an important role requirement. My body is the tool I use to tell stories, not what I define myself by.”  She wrote that on her now deleted Twitter account. From what I know of her, she seems to purposefully view acting in a vacuum and does not care about anything except being a “serious,” “respected” actress. She doesn’t care about representation, societal norms, or even the implication of her roles on how society views people with her identities. In the article I read that mentioned her forcing a publication to delete the word “fat” about her body, she had stated that her weight should have never been relevant since apparently the character’s weight in the book was never mentioned. And yet she didn’t stop to think about the reasons why when the book was made into a visual format, they specifically chose a fat actress to play a negative character. She only cared about being good at the role she was given. "
fatspo,marshmallooooooow,https://marshmallooooooow.tumblr.com/post/714210803586416640,388,"['Body positivity', 'Fat acceptance', 'Fat liberation', 'Fatspo', 'Fatart']",0,27,"perisceris:🌸🌷Ring all the bells, sing and tell the people everywhere that the flower has come 🌷🌸 Light up the sky with your prayers of gladness and rejoice for the darkness is gone![huevember-11]"
fatspo,sublimecloudyangel,https://www.tumblr.com/blog/view/sublimecloudyangel/698092602521731072,29907,"['tw disordered eating', 'tw eating things', 'borboletana', 'tw edd', 'ana trigger', 'disordered eating tw', 'eating problems', 'fatspo', 'just ed shit', 'pr0 ed', 'ana ed']",0,16,"lild3m0nnn-bpd:
me rn"
fatspo,sublimecloudyangel,https://www.tumblr.com/blog/view/sublimecloudyangel/698091765245394944,131,"['tw disordered eating', 'borboletana', 'ana trigger', 'tw eating things', 'tw ana diary', 'tw edd', 'low cal restriction', 'fatspo', 'skinnnny']",0,7,0kcalbitchh:“Queria tanto ficar fininha” e não fecha a porra da boca por nada né? (Autocrítica
fatspo,sublimecloudyangel,https://www.tumblr.com/blog/view/sublimecloudyangel/698039842040332288,5721,"['tw disordered eating', 'tw eating things', 'borboletana', 'fatspo', 'low cal restriction', 'body ch3ck', 'ed diet', 'just ed shit', 'pr0 ed', 'disordered eating tw']",0,12,oatspo-deactivated20230205:sorry for eating that wasnt very i’m willing to do whatever it takes to reach my ugw of me
